file_name,isin,identifier
20140521_ENERFUT_CDS_deliverable-obligations,US29269QAE70,20140521_ENERFUT_CDS
20140521_ENERFUT_CDS_deliverable-obligations,USU29197AC19,20140521_ENERFUT_CDS
20140521_ENERFUT_CDS_deliverable-obligations,US29269QAG29,20140521_ENERFUT_CDS
20140521_ENERFUT_CDS_deliverable-obligations,USU29197AF40,20140521_ENERFUT_CDS
20140521_ENERFUT_CDS_deliverable-obligations,US292681AA15,20140521_ENERFUT_CDS
20140521_ENERFUT_CDS_deliverable-obligations,US29269QAA58,20140521_ENERFUT_CDS
20140521_ENERFUT_CDS_deliverable-obligations,US29269QAK31,20140521_ENERFUT_CDS
20140521_ENERFUT_CDS_deliverable-obligations,USU29197AG23,20140521_ENERFUT_CDS
20140521_ENERFUT_CDS_deliverable-obligations,US29269QAB32,20140521_ENERFUT_CDS
20140521_ENERFUT_CDS_deliverable-obligations,US29269QAD97,20140521_ENERFUT_CDS
20140521_ENERFUT_CDS_deliverable-obligations,USU29197AB36,20140521_ENERFUT_CDS
